name,isSafe,isPE,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,Machine,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics
6346,0,1,1,3,1,4.164608791209801,7.980779434491256,332,9,1199997096,0,0,224,271
717,0,1,1,0,0,3.8072317617062184,7.861928745160672,332,4,1334914772,0,0,224,271
5393,0,1,1,1,0,0.2652598851558982,7.98916861021579,332,6,1213897396,0,0,224,258
6653,0,1,1,0,0,5.035095770850417,7.97652973505579,332,4,1343811892,0,0,224,258
5528,1,1,0,0,0,1.6632139676657172,5.947409539483079,34404,5,1328933617,0,0,240,34
2823,0,1,1,0,0,2.093858639482634,7.619123615508758,332,3,1333486823,0,0,224,270
5635,0,1,1,0,0,5.9492444501660335,7.766843445944489,332,4,1344518840,0,0,224,271
3595,1,1,0,0,0,1.151355869298066,6.158394843758323,34404,6,1464842750,0,0,240,34
3770,0,1,1,0,0,4.510340047798733,7.98196177419896,332,4,1345751731,0,0,224,271
5149,0,1,1,1,1,3.9837350453792273,7.822228352317586,332,5,1335725530,0,0,224,271
5748,0,1,1,0,0,2.0735068863421913,7.744424849903238,332,5,1213378161,0,0,224,8450
3513,1,1,0,0,0,2.17989266819512,5.756575850565174,34404,7,1502993395,0,0,240,34
4299,0,1,0,0,0,0.020393135236084953,7.015053256713701,332,4,1305597539,0,0,224,258
1115,1,1,0,0,0,4.421092157646523,6.2541562697852475,332,5,1439586038,0,0,224,258
5747,0,1,1,0,0,3.0601836607267456,7.808706670830907,332,4,1341255872,0,0,224,271
529,0,1,1,1,0,0.06116285224115448,7.965760919935417,332,5,1343901456,0,0,224,258
5529,0,1,1,0,0,3.816399394457816,7.769359088218244,332,4,1332535995,0,0,224,271
611,0,1,1,3,2,3.052117973303012,7.719984970315402,332,7,1332193817,0,0,224,270
272,0,1,0,0,0,0.40554835374125364,6.644901142078836,332,4,1319571264,0,0,224,271
5934,0,1,1,0,0,4.224082501265148,7.837734052231788,332,4,1335210826,0,0,224,271
2528,0,1,1,1,0,1.8631342934142685,7.71324165483368,332,5,1331652306,0,0,224,270
5757,0,1,1,1,0,0.2685819819077817,7.988710666824346,332,6,1209740287,0,0,224,258
1663,0,1,1,0,0,4.206686935448474,7.879139244684821,332,4,1335379208,0,0,224,271
6660,0,1,0,0,1,1.77933238183456,6.621467325824774,332,5,1327341033,0,0,224,8450
5953,0,1,1,0,0,3.9048036214202155,7.7363584018675855,332,4,1344630696,0,0,224,271
3966,0,1,0,2,2,0.11890197597050207,7.071013528309004,332,5,1342731760,0,0,224,270
2756,0,1,1,0,0,5.962852094887321,7.9218296458367226,332,4,1343648314,0,0,224,271
4962,0,1,1,0,0,3.962801554428457,7.736156885024523,332,4,1344630696,0,0,224,271
5279,0,1,1,0,0,0.08952421866257136,7.618685431463757,332,4,1305462840,0,0,224,271
5912,0,1,1,0,0,6.1220390741750474,7.907130345678498,332,4,1344425924,0,0,224,271
2554,0,1,0,0,0,2.6058640429280744,6.6438920777145025,332,5,1333759436,0,0,224,8450
5699,0,1,0,0,1,1.5172965975270825,6.6438920777145025,332,5,1333759436,0,0,224,8450
5051,0,1,1,0,0,3.967248013389364,7.825354967400979,332,4,1336033167,0,0,224,271
4867,0,1,0,0,0,4.415599964165836,5.8329951346343965,332,4,1130216004,0,0,224,259
1591,0,1,1,0,0,3.770000384660344,7.765328692504979,332,4,1332675903,0,0,224,271
6623,0,1,1,0,0,1.7990791321123412,7.666791468962882,332,4,1334404707,0,0,224,271
2597,0,1,1,0,0,4.19189111895225,7.876856569400188,332,4,1335291770,0,0,224,271
6311,0,1,1,0,0,2.1748062543422026,7.73096119124451,332,4,1332966487,0,0,224,271
5348,0,1,1,0,0,3.982417446495472,7.8475882973356015,332,4,1335608472,0,0,224,271
5184,0,1,0,3,3,3.076114335173724,7.252816720866925,332,7,1347393139,0,0,224,270
5825,0,1,1,1,0,0.2662364476558982,7.9875036825412415,332,6,1213802347,0,0,224,258
4868,0,1,0,0,0,0.40554835374125364,6.6277307882458825,332,4,1319571264,0,0,224,271
1178,0,1,1,0,0,6.36930178598568,7.921247628440423,332,4,1343380244,0,0,224,271
5064,1,1,0,0,0,0.10191042566270775,5.808822050278338,332,3,1398849675,0,0,224,258
1392,0,1,1,1,0,0.06116285224115448,7.965960699606917,332,5,1343925362,0,0,224,258
1771,0,1,1,0,0,3.978445426739278,7.845039217579304,332,4,1335555348,0,0,224,271
3085,0,1,1,0,0,3.9932871806806056,7.902555958668126,332,5,1164501963,0,0,224,258
858,0,1,0,0,0,0.020393135236084953,6.827040738818357,332,4,1302385015,0,0,224,258
2863,0,1,1,0,0,6.376964695086703,7.8215784519765625,332,4,1343462625,0,0,224,271
670,0,1,1,0,0,4.975426177869416,7.985366236284565,332,4,1342552538,0,0,224,271
3382,0,1,0,1,0,0.020393135236084953,6.83614851956783,332,5,1306960225,0,0,224,258
4476,0,1,1,0,0,3.312428913875342,7.891567411283459,332,4,1300999631,0,0,224,258
2979,0,1,0,0,1,1.523497781023958,6.643844233661688,332,5,1333758959,0,0,224,8450
3378,0,1,1,0,0,0.7072511786439412,7.904509217456918,332,4,1343908395,0,0,224,271
3412,0,1,1,0,0,3.4339920973786153,7.9216312086546425,332,4,1343141119,0,0,224,271
5627,0,1,1,0,0,3.5685358314574125,7.946874968369603,332,4,1334565554,0,0,224,271
4826,0,1,1,0,0,3.149144241507535,7.941209288789679,332,4,1334652129,0,0,224,271
5959,0,1,1,0,0,2.6508085055077704,7.986745136595971,332,4,1319571264,0,0,224,271
472,0,1,0,0,1,1.5134362721965722,6.64371415471065,332,5,1333759195,0,0,224,8450
1061,0,1,0,5,5,0.12943919267108936,6.045169549649673,332,8,1342280450,0,0,224,270
5431,0,1,1,0,0,3.130432880287705,7.939647188951712,332,4,1334688361,0,0,224,271
4109,0,1,0,5,5,0.12943919267108936,6.0483319795778785,332,8,1342339041,0,0,224,270
3766,0,1,1,1,1,1.9411925072141014,7.715120532903946,332,5,1332569995,0,0,224,270
4667,0,1,1,0,0,0.7077043216596942,7.902152899159004,332,4,1344193048,0,0,224,271
5406,0,1,1,1,0,2.6559178277814475,7.7717073234125165,332,4,1330803002,0,0,224,258
6812,0,1,1,1,0,0.2669090276124811,7.987399820029187,332,6,1212820501,0,0,224,258
6953,0,1,1,0,0,5.966397963659617,7.922323329322524,332,4,1343718681,0,0,224,271
2178,0,1,1,0,0,4.32496077608363,7.889349152936892,332,4,1332087689,0,0,224,271
1367,0,1,0,0,1,1.5221991714807492,6.6439017700302205,332,5,1333761802,0,0,224,8450
1235,0,1,0,0,0,2.610654674670403,6.621583408901445,332,5,1325128845,0,0,224,8450
5956,0,1,0,5,5,0.416541661794913,6.048874365669591,332,8,1342155564,0,0,224,270
5028,0,1,1,0,0,4.365003733337219,7.8678485249837875,332,4,1335109490,0,0,224,271
1437,0,1,0,3,0,0.16032872589902852,6.998953127102759,332,7,1334674086,0,0,224,270
625,0,1,0,3,3,2.4745000159258113,7.280473445029738,332,7,1338242485,0,0,224,270
4588,0,1,1,0,0,0.6417950218118956,7.993678840583571,332,4,1331754463,0,0,224,271
5522,0,1,1,1,0,0.10431583732584766,7.656937005027805,332,5,1331491207,0,0,224,271
1842,0,1,1,0,0,3.8249550131111634,7.731568573555726,332,4,1344542973,0,0,224,271
6699,0,1,1,0,0,3.9890897254328057,7.7315606059573945,332,4,1344714209,0,0,224,271
1470,1,1,0,0,0,2.849753835534613,6.987939751113258,34404,5,1484853350,0,0,240,35
246,0,1,0,0,0,4.62419589398892,6.636671621735484,332,5,1209794222,0,0,224,258
1194,0,1,1,0,1,3.9643248019803883,7.784995446852018,332,4,0,0,0,224,271
6662,0,1,0,4,0,0.16032872589902852,7.078333429887241,332,8,1334847616,0,0,224,270
2337,0,1,1,0,0,6.637793031120468,7.691906537236327,332,4,1333436105,0,0,224,271
2093,0,1,1,0,0,3.7924610848925315,7.731738824242715,332,4,1344542973,0,0,224,271
2260,0,1,1,0,0,3.677603049853417,7.91822524272794,332,3,1385378760,0,0,224,2
6868,0,1,1,0,0,0.08952421866257136,7.619114067542136,332,4,1305462840,0,0,224,271
3970,0,1,1,1,0,0.2672130101558982,7.9875032226225455,332,6,1213802347,0,0,224,258
2643,1,1,0,4,1,0.19743807838821048,5.804540778475884,34404,11,9868368,31744,149,240,39
3864,0,1,1,0,0,3.8067363487314534,7.767691395267067,332,4,1332576541,0,0,224,271
3165,0,1,0,5,5,0.12943919267108936,6.050422107574999,332,8,1342212076,0,0,224,270
1581,1,1,0,0,0,2.448429755571423,6.809354576147138,332,4,1233230229,0,0,224,259
648,0,1,0,5,0,0.16032872589902852,7.0812416877612385,332,9,1334940053,0,0,224,270
